ID транзакции;Категория;Сумма покупки;Кешбэк
-25232578_16082767;Продукты, супермаркеты;1314,87;26,3
-25232578_16082833;Продукты, супермаркеты;604,07;12,08
-25232578_16082995;Продукты, супермаркеты;717;14,34
-25232578_16083033;Продукты, супермаркеты;1056,8;21,14
-25232578_16083078;Продукты, супермаркеты;1522,2;76,11
-25232578_16083125;Продукты, супермаркеты;1836,47;220,38
-25232578_16083231;Продукты, супермаркеты;649,8;77,98
-25232578_16083235;Продукты, супермаркеты;1634,67;32,69
-25232578_16083302;Продукты, супермаркеты;634,13;12,68
-25232578_16083346;Продукты, супермаркеты;1467,4;176,09
-25232578_16083455;Продукты, супермаркеты;951,6;19,03
-25232578_16083506;Продукты, супермаркеты;1143,13;22,86
-25232578_16083570;Продукты, супермаркеты;709,13;85,1
-25232578_16083625;Продукты, супермаркеты;1254,53;25,09
-25232578_16083660;Продукты, супермаркеты;1484,93;178,19
-25232578_16083726;Продукты, супермаркеты;600,87;12,02
-25232578_16083768;Продукты, супермаркеты;940,07;18,8
-25232578_16083788;Продукты, супермаркеты;932,73;18,65
-25232578_16083821;Продукты, супермаркеты;665,4;13,31
-25232578_16083878;Продукты, супермаркеты;1027,27;20,55
-25232578_16083904;Продукты, супермаркеты;639;31,95
-25232578_16083927;Продукты, супермаркеты;1036,33;20,73
-25232578_16083986;Продукты, супермаркеты;846,67;101,6
-25232578_16084091;Продукты, супермаркеты;679,47;81,54
-25232578_16084138;Продукты, супермаркеты;539,8;10,8
-25232578_16084151;Продукты, супермаркеты;1051;21,02
-25232578_16084183;Продукты, супермаркеты;594,6;41,62
-25232578_16084219;Продукты, супермаркеты;895,2;17,9
-25232578_16084258;Продукты, супермаркеты;1174,13;140,9
-25232578_16084273;Продукты, супермаркеты;682,53;13,65
-25232578_16084318;Продукты, супермаркеты;624,8;31,24
-25232578_16084356;Продукты, супермаркеты;881,07;17,62
-25232578_16084394;Продукты, супермаркеты;913,73;18,27
-25232578_16084410;Продукты, супермаркеты;805,47;16,11
-25232578_16084441;Продукты, супермаркеты;1046,8;20,94
-25232578_16084442;Продукты, супермаркеты;1778,53;35,57
-25232578_16084501;Продукты, супермаркеты;8051,47;161,03
-25232578_16084601;Продукты, супермаркеты;625,6;12,51
-25232578_16084607;Продукты, супермаркеты;1104,8;132,58
-25232578_16084660;Продукты, супермаркеты;625,6;12,51
-25232578_16084740;Продукты, супермаркеты;699,4;34,97
-25232578_16084754;Продукты, супермаркеты;689,33;13,79
-25232578_16084786;Продукты, супермаркеты;830,07;16,6
-25232578_16084789;Продукты, супермаркеты;812,33;16,25
-25232578_16084833;Продукты, супермаркеты;734,73;88,17
-25232578_16084853;Продукты, супермаркеты;735,13;14,7
-25232578_16084867;Продукты, супермаркеты;1034,13;124,1
-25232578_16084920;Продукты, супермаркеты;956,2;114,74
-25232578_16084994;Продукты, супермаркеты;1949,47;38,99
-25232578_16085042;Продукты, супермаркеты;831,47;99,78
-25232578_16085082;Продукты, супермаркеты;984,07;19,68
-25232578_16085130;Продукты, супермаркеты;973,2;116,78
-25232578_16085168;Продукты, супермаркеты;490,27;58,83
-25232578_16085180;Продукты, супермаркеты;907,8;18,16
-25232578_16085235;Продукты, супермаркеты;569,8;39,89
-25232578_16085301;Продукты, супермаркеты;799;15,98
-25232578_16085317;Продукты, супермаркеты;836,8;16,74
-25232578_16085432;Продукты, супермаркеты;585,4;29,27
-25232578_16085435;Продукты, супермаркеты;761,67;38,08
-25232578_16085510;Продукты, супермаркеты;1385,73;27,71
-25232578_16085539;Продукты, супермаркеты;650,27;13,01
-25232578_16085579;Продукты, супермаркеты;665,73;13,31
-25232578_16085596;Продукты, супермаркеты;625,27;12,51
-25232578_16085634;Продукты, супермаркеты;2563,53;128,18
-25232578_16085650;Продукты, супермаркеты;1875,87;37,52
-25232578_16085659;Продукты, супермаркеты;774,2;15,48
-25232578_16085734;Продукты, супермаркеты;834,27;16,69
-25232578_16085837;Продукты, супермаркеты;658,73;13,17
-25232578_16085869;Продукты, супермаркеты;848,93;101,87
-25232578_16085914;Продукты, супермаркеты;1133,93;22,68
-25232578_16085974;Продукты, супермаркеты;959,67;19,19
-25232578_16085997;Продукты, супермаркеты;1000,13;120,02
-25232578_16086021;Продукты, супермаркеты;1264,53;25,29
-25232578_16086056;Продукты, супермаркеты;2774,53;55,49
-25232578_16086085;Продукты, супермаркеты;1637,2;32,74
-25232578_16086169;Продукты, супермаркеты;816;16,32
-25232578_16086174;Продукты, супермаркеты;1199,67;23,99
-25232578_16086274;Продукты, супермаркеты;668,53;13,37
-25232578_16086380;Продукты, супермаркеты;534,67;10,69
-25232578_16086510;Продукты, супермаркеты;1211,2;24,22
-25232578_16086541;Продукты, супермаркеты;972,93;116,75
-25232578_16086608;Продукты, супермаркеты;733,47;36,67
-25232578_16086609;Продукты, супермаркеты;1628,73;195,45
-25232578_16086678;Продукты, супермаркеты;7373,8;884,86
-25232578_16086763;Продукты, супермаркеты;975,47;19,51
-25232578_16086766;Продукты, супермаркеты;856,13;17,12
-25232578_16086816;Продукты, супермаркеты;997,33;19,95
-25232578_16086871;Продукты, супермаркеты;1010,93;20,22
-25232578_16086916;Продукты, супермаркеты;667,07;13,34
-25232578_16087019;Продукты, супермаркеты;827,73;57,94
-25232578_16087042;Продукты, супермаркеты;879,6;17,59
-25232578_16087120;Продукты, супермаркеты;903,13;18,06
-25232578_16087153;Продукты, супермаркеты;897,27;44,86
-25232578_16087189;Продукты, супермаркеты;829,93;16,6
-25232578_16087258;Продукты, супермаркеты;953,53;114,42
-25232578_16087312;Продукты, супермаркеты;615,53;30,78
-25232578_16087343;Продукты, супермаркеты;884,2;106,1
-25232578_16087395;Продукты, супермаркеты;583,33;11,67
-25232578_16087408;Продукты, супермаркеты;1129,27;22,59
-25232578_16087442;Продукты, супермаркеты;541,93;10,84
-25232578_16087496;Продукты, супермаркеты;660,4;13,21
-25232578_16087559;Продукты, супермаркеты;683,2;34,16
-25232578_16087617;Продукты, супермаркеты;745,07;14,9
-25232578_16087659;Продукты, супермаркеты;706,33;35,32
-25232578_16087708;Продукты, супермаркеты;515,13;10,3
-25232578_16087731;Продукты, супермаркеты;689,13;34,46
-25232578_16087757;Продукты, супермаркеты;1207,67;24,15
-25232578_16087802;Продукты, супермаркеты;1399,33;27,99
-25232578_16087860;Продукты, супермаркеты;921,87;18,44
-25232578_16088006;Продукты, супермаркеты;964,2;19,28
-25232578_16088021;Продукты, супермаркеты;1247,93;24,96
-25232578_16088080;Продукты, супермаркеты;1682,27;33,65
-25232578_16088124;Продукты, супермаркеты;1075,8;21,52
-25232578_16088165;Продукты, супермаркеты;1272,53;25,45
-25232578_16088289;Продукты, супермаркеты;5984,8;119,7
-25232578_16088337;Продукты, супермаркеты;1774,53;88,73
-25232578_16088462;Продукты, супермаркеты;1486,73;29,73
-25232578_16088523;Продукты, супермаркеты;1106,87;22,14
-25232578_16088592;Продукты, супермаркеты;904,2;18,08
-25232578_16088765;Продукты, супермаркеты;917,93;18,36
-25232578_16088789;Продукты, супермаркеты;1298,87;25,98
-25232578_16088817;Продукты, супермаркеты;852,8;42,64
-25232578_16088858;Продукты, супермаркеты;816,67;16,33
-25232578_16088891;Продукты, супермаркеты;1159,4;23,19
-25232578_16088939;Продукты, супермаркеты;602,93;72,35
-25232578_16088993;Продукты, супермаркеты;1858,27;37,17
-25232578_16089047;Продукты, супермаркеты;837,87;16,76
-25232578_16089090;Продукты, супермаркеты;816,33;16,33
-25232578_16089130;Продукты, супермаркеты;910,67;109,28
-25232578_16089164;Продукты, супермаркеты;761,27;91,35
-25232578_16089238;Продукты, супермаркеты;598,07;71,77
-25232578_16089273;Продукты, супермаркеты;853,47;17,07
-25232578_16089325;Продукты, супермаркеты;1056,13;52,81
-25232578_16089385;Продукты, супермаркеты;1118,13;134,18
-25232578_16089386;Продукты, супермаркеты;1318,27;26,37
-25232578_16089482;Продукты, супермаркеты;627,07;31,35
-25232578_16089520;Продукты, супермаркеты;549,27;10,99
-25232578_16089532;Продукты, супермаркеты;914,13;109,7
-25232578_16089605;Продукты, супермаркеты;937;112,44
-25232578_16089674;Продукты, супермаркеты;1032,27;20,65
-25232578_16089821;Продукты, супермаркеты;511,4;61,37
-25232578_16089846;Продукты, супермаркеты;487;24,35
-25232578_16089871;Продукты, супермаркеты;1113,33;133,6
-25232578_16089957;Продукты, супермаркеты;713,6;35,68
-25232578_16090029;Продукты, супермаркеты;769,6;15,39
-25232578_16090106;Продукты, супермаркеты;812,93;16,26
-25232578_16090109;Продукты, супермаркеты;765,47;15,31
-25232578_16090169;Продукты, супермаркеты;1153,8;23,08
-25232578_16090194;Продукты, супермаркеты;698,8;13,98
-25232578_16090229;Продукты, супермаркеты;854,53;17,09
-25232578_16090290;Продукты, супермаркеты;786,07;15,72
-25232578_16090343;Продукты, супермаркеты;743,4;89,21
-25232578_16090400;Продукты, супермаркеты;832,13;99,86
-25232578_16090446;Продукты, супермаркеты;797,2;15,94
-25232578_16090505;Продукты, супермаркеты;1207,93;24,16
-25232578_16090554;Продукты, супермаркеты;662,6;13,25
-25232578_16090619;Продукты, супермаркеты;1764,73;35,29
-25232578_16090680;Продукты, супермаркеты;676,13;81,14
-25232578_16090744;Продукты, супермаркеты;1171,07;58,55
-25232578_16090784;Продукты, супермаркеты;1051,47;52,57
-25232578_16090837;Продукты, супермаркеты;778,2;15,56
-25232578_16090921;Продукты, супермаркеты;732,47;14,65
-25232578_16090972;Продукты, супермаркеты;1124,67;22,49
-25232578_16091065;Продукты, супермаркеты;555,8;66,7
-25232578_16091113;Продукты, супермаркеты;444,53;22,23
-25232578_16091115;Продукты, супермаркеты;741,07;88,93
-25232578_16091167;Продукты, супермаркеты;754,53;15,09
-25232578_16091215;Продукты, супермаркеты;811,2;97,34
-25232578_16091319;Продукты, супермаркеты;924,33;18,49
-25232578_16091446;Продукты, супермаркеты;668,33;33,42
-25232578_16091452;Продукты, супермаркеты;3185,2;63,7
-25232578_16091554;Продукты, супермаркеты;637,33;76,48
-25232578_16091577;Продукты, супермаркеты;679,73;13,59
-25232578_16091610;Продукты, супермаркеты;1216,13;145,94
-25232578_16091623;Продукты, супермаркеты;649;12,98
-25232578_16091665;Продукты, супермаркеты;748,47;37,42
-25232578_16091748;Продукты, супермаркеты;588,2;29,41
-25232578_16091763;Продукты, супермаркеты;882,13;105,86
-25232578_16091888;Продукты, супермаркеты;666,13;13,32
-25232578_16091910;Продукты, супермаркеты;525,13;26,26
-25232578_16091930;Продукты, супермаркеты;885,87;17,72
-25232578_16091984;Продукты, супермаркеты;667,6;33,38
-25232578_16092025;Продукты, супермаркеты;670,2;13,4
-25232578_16092053;Продукты, супермаркеты;750,93;15,02
-25232578_16092128;Продукты, супермаркеты;1617,2;32,34
-25232578_16092145;Продукты, супермаркеты;1144,93;137,39
-25232578_16092250;Продукты, супермаркеты;679,2;33,96
-25232578_16092344;Продукты, супермаркеты;954,87;114,58
-25232578_16092407;Продукты, супермаркеты;1369,2;27,38
-25232578_16092446;Продукты, супермаркеты;759,53;37,98
-25232578_16092473;Продукты, супермаркеты;949,2;18,98
-25232578_16092487;Продукты, супермаркеты;738,2;14,76
-25232578_16092556;Продукты, супермаркеты;1427,67;171,32
-25232578_16092572;Продукты, супермаркеты;1776,67;35,53
-25232578_16092601;Продукты, супермаркеты;527,4;10,55
-25232578_16092608;Продукты, супермаркеты;939,93;18,8
-25232578_16092641;Продукты, супермаркеты;937,07;18,74
-25232578_16092717;Продукты, супермаркеты;5592,53;111,85
-25232578_16092731;Продукты, супермаркеты;3943,93;473,27
-25232578_16092792;Продукты, супермаркеты;1403;28,06
-25232578_16092851;Продукты, супермаркеты;808,6;16,17
-25232578_16092912;Продукты, супермаркеты;741,73;14,83
-25232578_16092975;Продукты, супермаркеты;1170,47;23,41
-25232578_16093008;Продукты, супермаркеты;548,33;10,97
-25232578_16093094;Продукты, супермаркеты;798,53;95,82
-25232578_16093134;Продукты, супермаркеты;706,47;14,13
-25232578_16093160;Продукты, супермаркеты;620,73;31,04
-25232578_16093205;Продукты, супермаркеты;773,53;15,47
-25232578_16093246;Продукты, супермаркеты;476;9,52
-25232578_16093267;Продукты, супермаркеты;649,27;32,46
-25232578_16093293;Продукты, супермаркеты;453,47;22,67
-25232578_16093311;Продукты, супермаркеты;627,8;12,56
-25232578_16093316;Продукты, супермаркеты;554,47;11,09
-25232578_16093345;Продукты, супермаркеты;632,13;31,61
-25232578_16093394;Продукты, супермаркеты;712,67;85,52
-25232578_16093417;Продукты, супермаркеты;658,4;13,17
-25232578_16093438;Продукты, супермаркеты;662,4;79,49
-25232578_16093463;Продукты, супермаркеты;1615,93;32,32
-25232578_16093479;Продукты, супермаркеты;1027,93;20,56
-25232578_16093504;Продукты, супермаркеты;1102,33;132,28
-25232578_16093522;Продукты, супермаркеты;2291,13;274,94
-25232578_16093536;Продукты, супермаркеты;692,4;13,85
-25232578_16093606;Продукты, супермаркеты;860,2;103,22
-25232578_16093622;Продукты, супермаркеты;1158;23,16
-25232578_16093645;Продукты, супермаркеты;1416;28,32
-25232578_16093730;Продукты, супермаркеты;771,27;92,55
-25232578_16093816;Продукты, супермаркеты;946,87;18,94
-25232578_16093877;Продукты, супермаркеты;905,73;108,69
-25232578_16093942;Продукты, супермаркеты;1157,87;23,16
-25232578_16093997;Продукты, супермаркеты;1117,6;134,11
-25232578_16094014;Продукты, супермаркеты;1074,6;53,73
-25232578_16094048;Продукты, супермаркеты;2666,27;53,33
-25232578_16094088;Продукты, супермаркеты;1372,93;27,46
-25232578_16094113;Продукты, супермаркеты;1073;21,46
-25232578_16094116;Продукты, супермаркеты;1390,07;27,8
-25232578_16094180;Продукты, супермаркеты;4706,33;94,13
-25232578_16094236;Продукты, супермаркеты;892;17,84
-25232578_16094286;Продукты, супермаркеты;1052;21,04
-25232578_16094386;Продукты, супермаркеты;819,4;16,39
-25232578_16094410;Продукты, супермаркеты;776,27;15,53
-25232578_16094425;Продукты, супермаркеты;1053,73;21,07
-25232578_16094461;Продукты, супермаркеты;1337,33;26,75
-25232578_16094490;Продукты, супермаркеты;1415,53;28,31
-25232578_16094582;Продукты, супермаркеты;903,47;18,07
-25232578_16094613;Продукты, супермаркеты;726,4;14,53
-25232578_16094715;Продукты, супермаркеты;6643,27;132,87
-25232578_16094788;Продукты, супермаркеты;891,07;106,93
-25232578_16094837;Продукты, супермаркеты;1014,67;121,76
-25232578_16094907;Продукты, супермаркеты;807,27;96,87
-25232578_16095013;Продукты, супермаркеты;739,07;88,69
-25232578_16095059;Продукты, супермаркеты;660,53;13,21
-25232578_16095144;Продукты, супермаркеты;1856,67;222,8
-25232578_16095148;Продукты, супермаркеты;940,73;18,81
-25232578_16095191;Продукты, супермаркеты;713;85,56
-25232578_16095197;Продукты, супермаркеты;525,8;26,29
-25232578_16095284;Продукты, супермаркеты;580,33;69,64
-25232578_16095346;Продукты, супермаркеты;1510,13;30,2
-25232578_16095441;Продукты, супермаркеты;590,47;70,86
-25232578_16095466;Продукты, супермаркеты;728,27;14,57
-25232578_16095539;Продукты, супермаркеты;866,07;17,32
-25232578_16095608;Продукты, супермаркеты;586;11,72
-25232578_16095679;Продукты, супермаркеты;598,6;71,83
-25232578_16095725;Продукты, супермаркеты;709,73;14,19
-25232578_16095806;Продукты, супермаркеты;709,07;85,09
-25232578_16095835;Продукты, супермаркеты;639,27;31,96
-25232578_16095873;Продукты, супермаркеты;507,93;10,16
-25232578_16095880;Продукты, супермаркеты;1881,2;37,62
-25232578_16095940;Продукты, супермаркеты;686,47;13,73
-25232578_16096065;Продукты, супермаркеты;3817,13;76,34
-25232578_16096074;Продукты, супермаркеты;1203,73;24,07
-25232578_16096114;Продукты, супермаркеты;605,67;12,11
-25232578_16096180;Продукты, супермаркеты;834,4;58,41
-25232578_16096249;Продукты, супермаркеты;421;8,42
-25232578_16096257;Продукты, супермаркеты;794,13;15,88
-25232578_16096353;Продукты, супермаркеты;1345;26,9
-25232578_16096411;Продукты, супермаркеты;501,53;25,08
-25232578_16096412;Продукты, супермаркеты;583,27;11,67
-25232578_16096444;Продукты, супермаркеты;537,07;10,74
-25232578_16096446;Продукты, супермаркеты;1002,2;20,04
-25232578_16096496;Продукты, супермаркеты;896,2;107,54
-25232578_16096574;Продукты, супермаркеты;668,33;13,37
-25232578_16096575;Продукты, супермаркеты;600,27;72,03
-25232578_16096663;Продукты, супермаркеты;903,2;18,06
-25232578_16096724;Продукты, супермаркеты;577,87;11,56
-25232578_16096789;Продукты, супермаркеты;747,27;89,67
-25232578_16096821;Продукты, супермаркеты;703,73;14,07
-25232578_16096848;Продукты, супермаркеты;874,6;104,95
-25232578_16096928;Продукты, супермаркеты;790,47;15,81
-25232578_16096983;Продукты, супермаркеты;491;24,55
-25232578_16096985;Продукты, супермаркеты;808,27;96,99
-25232578_16097043;Продукты, супермаркеты;670,93;13,42
-25232578_16097060;Продукты, супермаркеты;780,67;15,61
-25232578_16097100;Продукты, супермаркеты;610,27;12,21
-25232578_16097109;Продукты, супермаркеты;953,27;19,07
-25232578_16097138;Продукты, супермаркеты;1089,2;54,46
-25232578_16097221;Продукты, супермаркеты;657,73;78,93
-25232578_16097245;Продукты, супермаркеты;881,87;44,09
-25232578_16097273;Продукты, супермаркеты;1039,93;20,8
-25232578_16097382;Продукты, супермаркеты;647,53;77,7
-25232578_16097387;Продукты, супермаркеты;549,07;27,45
-25232578_16097392;Продукты, супермаркеты;3110,67;373,28
-25232578_16097468;Продукты, супермаркеты;885,47;44,27
-25232578_16097484;Продукты, супермаркеты;631,47;75,78
-25232578_16097544;Продукты, супермаркеты;508,33;10,17
-25232578_16097582;Продукты, супермаркеты;1595,93;31,92
-25232578_16097720;Продукты, супермаркеты;706,13;14,12
-25232578_16097798;Продукты, супермаркеты;618,4;12,37
-25232578_16097824;Продукты, супермаркеты;625,27;12,51
-25232578_16097863;Продукты, супермаркеты;748,33;14,97
-25232578_16097920;Продукты, супермаркеты;932,53;18,65
-25232578_16097928;Продукты, супермаркеты;2168,87;260,26
-25232578_16098006;Продукты, супермаркеты;934,2;18,68
-25232578_16098047;Продукты, супермаркеты;987,73;118,53
-25232578_16098108;Продукты, супермаркеты;706,07;14,12
-25232578_16098148;Продукты, супермаркеты;679;47,53
-25232578_16098191;Продукты, супермаркеты;591,53;70,98
-25232578_16098209;Продукты, супермаркеты;913,13;18,26
-25232578_16098252;Продукты, супермаркеты;463,6;9,27
-25232578_16098258;Продукты, супермаркеты;993,8;19,88
-25232578_16098328;Продукты, супермаркеты;695,6;34,78
-25232578_16098334;Продукты, супермаркеты;834;16,68
-25232578_16098392;Продукты, супермаркеты;708,67;35,43
-25232578_16098437;Продукты, супермаркеты;5875,87;293,79
-25232578_16098467;Продукты, супермаркеты;659,87;13,2
-25232578_16098519;Продукты, супермаркеты;554,8;11,1
-25232578_16098521;Продукты, супермаркеты;924,67;110,96
-25232578_16098598;Продукты, супермаркеты;917,67;18,35
-25232578_16098614;Продукты, супермаркеты;650;13
-25232578_16098627;Продукты, супермаркеты;1405,2;28,1
-25232578_16098665;Продукты, супермаркеты;1227,53;24,55
-25232578_16098672;Продукты, супермаркеты;575,73;11,51
-25232578_16098700;Продукты, супермаркеты;868,47;104,22
-25232578_16098706;Продукты, супермаркеты;570,27;28,51
-25232578_16098738;Продукты, супермаркеты;416,27;29,14
-25232578_16098745;Продукты, супермаркеты;1063,87;127,66
-25232578_16098769;Продукты, супермаркеты;817,33;57,21
-25232578_16098788;Продукты, супермаркеты;4014,27;80,29
-25232578_16098830;Продукты, супермаркеты;525,33;10,51
-25232578_16098864;Продукты, супермаркеты;537,4;26,87
-25232578_16098881;Продукты, супермаркеты;681,53;13,63
-25232578_16098924;Продукты, супермаркеты;1076,87;21,54
-25232578_16098944;Продукты, супермаркеты;628,93;12,58
-25232578_16098972;Продукты, супермаркеты;540,73;10,81
-25232578_16098984;Продукты, супермаркеты;4358,47;87,17
-25232578_16099011;Продукты, супермаркеты;470,27;9,41
-25232578_16099018;Продукты, супермаркеты;1070,87;21,42
-25232578_16099036;Продукты, супермаркеты;574,8;28,74
-25232578_16099061;Продукты, супермаркеты;598,87;41,92
-25232578_16099083;Продукты, супермаркеты;705,33;14,11
-25232578_16099131;Продукты, супермаркеты;689,8;13,8
-25232578_16099149;Продукты, супермаркеты;784,4;39,22
-25232578_16099162;Продукты, супермаркеты;973,47;19,47
-25232578_16099212;Продукты, супермаркеты;1096,07;21,92
-25232578_16099266;Продукты, супермаркеты;785,93;94,31
-25232578_16099339;Продукты, супермаркеты;734,87;51,44
-25232578_16099361;Продукты, супермаркеты;779,13;93,5
-25232578_16099394;Продукты, супермаркеты;751,93;15,04
-25232578_16099447;Продукты, супермаркеты;893,6;17,87
-25232578_16099474;Продукты, супермаркеты;1322,13;26,44
-25232578_16099528;Продукты, супермаркеты;1354;162,48
-25232578_16099538;Продукты, супермаркеты;878,8;17,58
-25232578_16099546;Продукты, супермаркеты;1057,27;21,15
-25232578_16099637;Продукты, супермаркеты;629,33;12,59
-25232578_16099645;Продукты, супермаркеты;1042,07;125,05
-25232578_16099712;Продукты, супермаркеты;1252,73;25,05
-25232578_16099833;Продукты, супермаркеты;450,13;22,51
-25232578_16099889;Продукты, супермаркеты;931,27;18,63
-25232578_16099924;Продукты, супермаркеты;871,6;17,43
-25232578_16099957;Продукты, супермаркеты;937,6;65,63
-25232578_16099983;Продукты, супермаркеты;6531,2;457,18
-25232578_16100052;Продукты, супермаркеты;1115,67;22,31
-25232578_16100158;Продукты, супермаркеты;1067,8;128,14
-25232578_16100211;Продукты, супермаркеты;883,4;106,01
-25232578_16100269;Продукты, супермаркеты;1314,53;26,29
-25232578_16100339;Продукты, супермаркеты;740,8;88,9
-25232578_16100411;Продукты, супермаркеты;1147,67;22,95
-25232578_16100462;Продукты, супермаркеты;1079,67;21,59
-25232578_16100615;Продукты, супермаркеты;669,33;80,32
-25232578_16100621;Продукты, супермаркеты;1134,53;22,69
-25232578_16100662;Продукты, супермаркеты;735,2;14,7
-25232578_16100682;Продукты, супермаркеты;688,4;13,77
-25232578_16100704;Продукты, супермаркеты;1495,93;179,51
-25232578_16100775;Продукты, супермаркеты;992,67;119,12
-25232578_16100826;Продукты, супермаркеты;988,33;118,6
-25232578_16100910;Продукты, супермаркеты;1264,8;25,3
-25232578_16100979;Продукты, супермаркеты;901,6;18,03
-25232578_16101040;Продукты, супермаркеты;873,47;17,47
-25232578_16101094;Продукты, супермаркеты;717,4;14,35
-25232578_16101142;Продукты, супермаркеты;1027,13;20,54
-25232578_16101196;Продукты, супермаркеты;571,8;11,44
-25232578_16101200;Продукты, супермаркеты;628,8;12,58
-25232578_16101242;Продукты, супермаркеты;2200,53;44,01
-25232578_16101275;Продукты, супермаркеты;526,33;26,32
-25232578_16101280;Продукты, супермаркеты;1420,93;28,42
-25232578_16101355;Продукты, супермаркеты;816,2;16,32
-25232578_16101414;Продукты, супермаркеты;655,33;13,11
-25232578_16101436;Продукты, супермаркеты;8465,2;169,3
-25232578_16101488;Продукты, супермаркеты;784,73;39,24
-25232578_16101575;Продукты, супермаркеты;710,2;14,2
-25232578_16101645;Продукты, супермаркеты;1026;20,52
-25232578_16101687;Продукты, супермаркеты;915,07;64,05
-25232578_16101720;Продукты, супермаркеты;1285,67;154,28
-25232578_16101770;Продукты, супермаркеты;609,2;12,18
-25232578_16101850;Продукты, супермаркеты;1001,4;20,03
-25232578_16101879;Продукты, супермаркеты;563,07;39,41
-25232578_16101918;Продукты, супермаркеты;641,53;12,83
-25232578_16101959;Продукты, супермаркеты;1040,2;20,8
-25232578_16101993;Продукты, супермаркеты;501,87;10,04
-25232578_16102009;Продукты, супермаркеты;484,27;9,69
-25232578_16102034;Продукты, супермаркеты;539,4;10,79
-25232578_16102087;Продукты, супермаркеты;512,13;10,24
-25232578_16102110;Продукты, супермаркеты;447,73;8,95
-25232578_16102135;Продукты, супермаркеты;767,07;92,05
-25232578_16102155;Продукты, супермаркеты;430,73;21,54
-25232578_16102178;Продукты, супермаркеты;1352,33;27,05
-25232578_16102266;Продукты, супермаркеты;875,6;17,51
-25232578_16102289;Продукты, супермаркеты;579,8;11,6
-25232578_16102338;Продукты, супермаркеты;686,13;13,72
-25232578_16102371;Продукты, супермаркеты;409,13;8,18
-25232578_16102410;Продукты, супермаркеты;894,67;17,89
-25232578_16102416;Продукты, супермаркеты;935,6;65,49
-25232578_16102479;Продукты, супермаркеты;800,2;16
-25232578_16102557;Продукты, супермаркеты;649,13;12,98
-25232578_16102574;Продукты, супермаркеты;505,2;25,26
-25232578_16102610;Продукты, супермаркеты;1021,2;20,42
-25232578_16102708;Продукты, супермаркеты;791;55,37
-25232578_16102797;Продукты, супермаркеты;569,93;68,39
-25232578_16102822;Продукты, супермаркеты;619,73;12,39
-25232578_16102858;Продукты, супермаркеты;1485,4;29,71
-25232578_16102917;Продукты, супермаркеты;1504,33;30,09
-25232578_16102994;Продукты, супермаркеты;807,33;16,15
-25232578_16103017;Продукты, супермаркеты;551,93;27,6
-25232578_16103047;Продукты, супермаркеты;902,53;108,3
-25232578_16103103;Продукты, супермаркеты;1679,07;201,49
-25232578_16103165;Продукты, супермаркеты;766,73;15,33
-25232578_16103186;Продукты, супермаркеты;518,6;25,93
-25232578_16103216;Продукты, супермаркеты;1196,93;23,94
-25232578_16103288;Продукты, супермаркеты;830,87;16,62
-25232578_16103366;Продукты, супермаркеты;1047,2;20,94
-25232578_16103396;Продукты, супермаркеты;762,47;38,12
-25232578_16103446;Продукты, супермаркеты;1080,53;129,66
-25232578_16103594;Продукты, супермаркеты;881,13;17,62
-25232578_16103867;Продукты, супермаркеты;1057,07;52,85
-25232578_16103870;Продукты, супермаркеты;766,67;38,33
-25232578_16103943;Продукты, супермаркеты;1479,2;29,58
-25232578_16103968;Продукты, супермаркеты;4123,73;82,47
-25232578_16104023;Продукты, супермаркеты;847,2;16,94
-25232578_16104075;Продукты, супермаркеты;1817,2;36,34
-25232578_16104096;Продукты, супермаркеты;856,87;17,14
-25232578_16104122;Продукты, супермаркеты;558,93;27,95
-25232578_16104135;Продукты, супермаркеты;835,07;16,7
-25232578_16104192;Продукты, супермаркеты;1118,47;22,37
-25232578_16104246;Продукты, супермаркеты;619,27;30,96
-25232578_16104265;Продукты, супермаркеты;632,13;75,86
-25232578_16104302;Продукты, супермаркеты;1041,4;124,97
-25232578_16104315;Продукты, супермаркеты;793,6;95,23
-25232578_16104356;Продукты, супермаркеты;542,87;27,14
-25232578_16104395;Продукты, супермаркеты;4542,8;545,14
-25232578_16104398;Продукты, супермаркеты;843,4;101,21
-25232578_16104429;Продукты, супермаркеты;8019,73;962,37
-25232578_16104496;Продукты, супермаркеты;4697,2;93,94
-25232578_16104499;Продукты, супермаркеты;715,8;14,32
-25232578_16104573;Продукты, супермаркеты;1364,4;27,29
-25232578_16104633;Продукты, супермаркеты;678,8;13,58
-25232578_16104659;Продукты, супермаркеты;456,47;22,82
-25232578_16104676;Продукты, супермаркеты;644;12,88
-25232578_16104711;Продукты, супермаркеты;952,93;19,06
-25232578_16104744;Продукты, супермаркеты;539,07;10,78
-25232578_16104745;Продукты, супермаркеты;800,73;40,04
-25232578_16104773;Продукты, супермаркеты;673,47;13,47
-25232578_16104799;Продукты, супермаркеты;838,67;16,77
-25232578_16104807;Продукты, супермаркеты;724,47;86,94
-25232578_16104813;Продукты, супермаркеты;569,2;11,38
-25232578_16104835;Продукты, супермаркеты;580,33;11,61
-25232578_16104862;Продукты, супермаркеты;808,2;40,41
-25232578_16104882;Продукты, супермаркеты;947,27;18,95
-25232578_16104993;Продукты, супермаркеты;1268;152,16
-25232578_16105154;Продукты, супермаркеты;1252,6;150,31
